"label","latency","processing.time","test","trace.time","ext1.listener","ext1.sender","gatea.hop.rate","gateb.hop.rate","gatec.hop.rate","gatea.kbps","gatea.pps","gateb.kbps","gateb.pps","gatec.kbps","gatec.pps","invalid.loss.rate","invalid.recv","invalid.sent","prota1.listener","prota1.sender","protb1.listener","protb1.sender","protc1.listener","protc1.sender","results.database","time.begin","time.end","time.total","total.packets","valid.loss.rate","valid.loss.rate.arg","valid.loss.rate.extraarg","valid.loss.rate.interarg","valid.loss.rate.tcp","valid.loss.rate.tcp.interarg","valid.loss.rate.udp","valid.loss.rate.udp.interarg","valid.loss.rate.udptcp.interarg","valid.recv","valid.recv.arg","valid.recv.extraarg","valid.recv.interarg","valid.recv.tcp","valid.recv.tcp.interarg","valid.recv.udp","valid.recv.udp.interarg","valid.recv.udptcp.interarg","valid.sent","valid.sent.arg","valid.sent.extraarg","valid.sent.interarg","valid.sent.tcp","valid.sent.tcp.interarg","valid.sent.udp","valid.sent.udp.interarg","valid.sent.udptcp.interarg","inbound.bad.protocol","inbound.connection.data.received","inbound.dest.ip.incorrect","inbound.gateway.not.connected","inbound.nat.bucket.not.found","inbound.ping.accepted","inbound.rewrite","inbound.source.ip.incorrect","inbound.unwrapped","lost.on.wire","outbound.gateway.not.connected","outbound.message.too.long","outbound.rewrite","outbound.sequence.number.incorrect","outbound.wrapped","unknown",
"hoprate","0","572.829825878","4","6.1818728447","udp, port 2000",,"10ms","10ms","10ms","198.681440968","40.6031591428","263.508526331","53.2776844393","221.223922737","44.427639141","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr10ms-2012-12-20-09:27:14.db","1355893218.31","1355893541.62","323.305025101","144979","0.0553381777529","0.0195852534562","0.00013019985678","0.111679511028","0.052392072331","0.115905469995","0.0615851759576","0.118911605532","0.117315284828","28730","851","15359","13371","15826","6659","12053","5861","12520","30413","868","15361","15052","16701","7532","12844","6652","14184",,,"20",,,,,"1611","13",,,"29",,,,"10",
"hoprate","500","157.131249905","4","1.65589499474","udp, port 2000",,"10ms","10ms","10ms","61.1223084395","12.9756623972","60.3042400489","12.7396053528","59.6865223159","12.6072957087","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr10ms-2012-12-19-16:48:02.db","1355893218.48","1355893540.38","321.909500837","40912","0.15200899129","0.0","0.0","0.643281807372","0.0492517006803","1.0","0.23631596198","1.0","1.0","9054","900","8154","900","3494","0","4660","0","0","10677","900","8154","2523","3675","181","6102","1442","1623",,,"1615",,"1",,,,,,"6",,,,,"1",
"basic","20","859.59621501","8","11.3298790455","tcp, port 4000","tcp, 172.3.0.11:4500, .3 second delay","50ms","50ms","50ms","335.721995249","68.5583446016","335.965779426","68.4181666908","331.035173913","67.409838838","1.0","0","756","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./basic-t8-l20-hr50ms-2012-12-30-16:03:59.db","1356843618.38","1356843951.95","333.567420959","216958","0.00169343913296","0.0266963292547","0.000891448947405","0.00213060217546","0.00182119205298","0.00200504495181","0.000122872765252","0.000192437217358","0.00127639823625","41266","875","14570","26696","24116","15430","16275","10391","25821","41336","899","14583","26753","24160","15461","16277","10393","25854",,,,,"764",,,,"24",,,"15",,"8",,"15",
"hoprate","500","156.409245014","4","1.66608405113","udp, port 2000",,"50ms","50ms","50ms","60.7580590364","12.9113687499","60.0190507764","12.7432593432","59.1032499647","12.5599541308","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr50ms-2013-01-02-01:36:12.db","1357102818.53","1357103141.21","322.685453892","40968","0.151968577574","0.0","0.0","0.642546461052","0.0491714208096","1.0","0.236411263916","1.0","1.0","9068","904","8164","904","3500","0","4664","0","0","10693","904","8164","2529","3681","181","6108","1444","1625",,,"1617",,"1",,,,,,"6",,,,,"1",
"hoprate","0","860.582557917","4","10.8053309917","udp, port 2000",,"30ms","30ms","30ms","332.900625795","68.679149622","368.211167735","75.9193751655","331.69138557","67.3387958276","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr30ms-2013-01-01-16:36:28.db","1357016418.61","1357016739.91","321.294626951","216594","0.0252518053972","0.0200501253133","0.000260094934651","0.0396376838717","0.0269303349583","0.041899956931","0.0228218383558","0.0374508586799","0.0402407500289","41033","782","15375","25658","24751","15572","15500","9304","24876","42096","798","15379","26717","25436","16253","15862","9666","25919",,,"52",,,,,"960","16",,,"20",,,,"15",
"packetrate","20","5400.28650284","4","78.2812511921","udp, port 2000",,"50ms","50ms","50ms","2359.26668127","404.200667613","2409.89445505","412.896484092","2331.1762575","399.254297105","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .001 second delay","tcp, port 5000","udp, 172.3.0.11:3000, .001 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .001 second delay","./packetrate-t4-l20-hr50ms-2012-12-29-23:23:44.db","1356757219.0","1356757547.76","328.763145924","1331266","0.00122395881049","0.0868055555556","0.000295535444551","0.00239597410027","0.00140217749918","0.00242219125357","0.000876229054894","0.00196486553992","0.00219394835911","272551","263","152221","120330","133177","60130","139111","59937","120067","272885","288","152266","120619","133364","60276","139233","60055","120331",,,,"30",,,,,"25","5","33","9",,"125",,"107",
"basic","20","400.60417223","3","4.12762904167",,,"500ms","500ms","500ms","158.297396695","35.4813492348","160.037616335","35.8179682144","159.037093992","35.7586881275","1.0","0","0","tcp, port 5000","tcp, 172.2.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.3.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.2.0.11:5000, .3 second delay","./basic-t3-l20-hr500ms-2012-12-29-14:23:09.db","1356757215.74","1356757524.4","308.66422081","97728","0.00166231298979","0.0","0.0","0.00166231298979","0.00174618023075","0.00174618023075","0.0","0.0","0.00174618023075","16816","809","0","16816","16007","16007","0","0","16007","16844","809","0","16844","16035","16035","0","0","16035","1",,,"1","3",,,"1",,,"7","15",,,,,
"hoprate","0","939.455021858","4","11.4348180294","udp, port 2000",,"75ms","75ms","75ms","378.867812823","77.3057685173","380.288756662","77.4453670079","377.82466729","76.7477151354","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr75ms-2013-01-02-02:43:15.db","1357102818.1","1357103139.39","321.284751892","236334","0.0151407983732","0.0215189873418","6.51126448756e-05","0.0228885022085","0.0176670690223","0.0265228635888","0.0108104949454","0.0169398406739","0.0229256891455","44557","773","15357","29200","26856","17691","16928","10736","28427","45242","790","15358","29884","27339","18173","17113","10921","29094",,,"60",,,"1",,"592","16",,,,,,,"16",
"hoprate","500","143.761456013","4","1.36800003052","udp, port 2000",,"50ms","50ms","50ms","47.8269795986","10.4682301748","61.1240412458","12.7061503401","58.4656169899","12.5761829875","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr50ms-2012-12-29-19:36:44.db","1356757218.41","1356757541.09","322.674004078","37724","0.164254630098","0.0","0.0","0.643026941363","0.0493860845839","1.0","0.271307619944","1.0","1.0","8258","901","7357","901","3484","0","3873","0","0","9881","901","7357","2524","3665","181","5315","1442","1623","1",,"1615",,,,,,,,"6",,,,,"1",
"hoprate","0","936.403002024","4","11.1773920059","tcp, port 4000",,"50ms","50ms","50ms","373.870089669","76.9167947417","374.404161628","76.7985790335","370.228583567","75.9557227278","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./hoprate-t4-l0-hr50ms-2012-12-20-09:08:14.db","1355979619.16","1355979940.45","321.286233902","234346","0.0180617034055","0.0228426395939","6.50321909345e-05","0.0274171737661","0.0190596745027","0.0284863254806","0.0161632060052","0.0258545560182","0.0275423728814","44145","770","15376","28769","27123","17939","16252","10060","27999","44957","788","15377","29580","27650","18465","16519","10327","28792",,,"17",,,,,"763","18",,,,,,,"14",
"hoprate","0","945.902434111","4","11.318046093","udp, port 2000",,"50ms","50ms","50ms","373.333065","77.207315281","375.460080759","76.872068651","375.454356183","76.7712245734","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr50ms-2012-12-20-02:54:16.db","1355893218.61","1355893539.89","321.287047863","235626","0.0159197591002","0.0206561360875","0.000130064381869","0.0240709034142","0.0166853668247","0.0248888406897","0.0144207754907","0.0229043908002","0.024167932606","44445","806","15375","29070","27168","17983","16471","10281","28264","45164","823","15377","29787","27629","18442","16712","10522","28964",,,"44",,,,,"648","16",,,,,,,"11",
"hoprate","100","219.340812922","4","2.31001186371","udp, port 2000",,"100ms","100ms","100ms","79.5174393777","17.084534766","78.6178023598","17.0703184133","75.7664656326","16.6505412595","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr1000ms-2012-12-20-04:07:12.db","1355979618.28","1355979939.83","321.544265985","56381","0.113489020565","0.0","0.0","0.576691462983","0.0271869277363","0.831896551724","0.224323901829","0.823765786452","0.824721377913","12717","849","11522","1195","6906","39","4962","307","346","14345","849","11522","2823","7099","232","6397","1742","1974",,,"1118",,,,,"507",,,"1","2",,,,,
"hoprate","500","155.105720997","4","1.66365194321","udp, port 2000",,"100ms","100ms","100ms","60.7457241254","12.9265538101","59.8798740808","12.7272707471","58.6862598337","12.5387316303","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr100ms-2012-12-30-13:49:27.db","1356843618.49","1356843941.15","322.660621881","40910","0.151901105076","0.0","0.0","0.642630744849","0.0490062619112","1.0","0.236277240701","1.0","1.0","9056","902","8154","902","3493","0","4661","0","0","10678","902","8154","2524","3673","180","6103","1442","1622",,,"1615",,"1",,,,,,"6",,,,,,
"basic","20","7.2574429512","6","0.0557200908661",,"tcp, 172.2.0.11:4500, .3 second delay","50ms","50ms","50ms","2.10840719337","0.975487409441","2.12162070649","0.982214583976","2.12979063379","0.985126624162","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr50ms-2012-12-20-00:57:32.db","1355979615.77","1355979921.71","305.937618971","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"hoprate","30","249.676830053","4","2.65311193466","udp, port 2000",,"15ms","15ms","15ms","86.0793295759","18.8236328294","86.0673906519","18.8416586286","84.3883415937","18.6374139306","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr15ms-2013-01-01-07:31:14.db","1357016414.53","1357016739.61","325.081861019","64336","0.0987751637157","0.00117785630153","0.0","0.650559105431","0.0220114740663","0.994708994709","0.202759785976","0.982264665757","0.983685800604","14863","848","13988","875","8353","1","5662","26","27","16492","849","13988","2504","8541","189","7102","1466","1655",,,"1626",,,,,,,,,,,,,"3",
"hoprate","30","1110.12603688","4","20.1444280148","tcp, port 4000",,"100ms","100ms","100ms","320.381576587","65.5614760214","320.409784614","65.2913116967","317.096297899","64.7309148894","1.0","0","0","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","./hoprate-t4-l30-hr100ms-2013-01-01-06:54:39.db","1357016418.24","1357016739.63","321.390388012","201584","0.00172480370704","0.0207612456747","0.0","0.00269639407598","0.00158290463","0.00250347705146","0.000853298326223","0.00135402562233","0.00204328426671","38778","849","13997","24781","22707","14344","15222","9588","23932","38845","867","13997","24848","22743","14380","15235","9601","23981",,,,,,,,,"18",,,"10",,"25",,"14",
"basic","20","246.088540077","1","2.72739911079",,,"500ms","500ms","500ms","140.208680379","24.2862815836","142.954584214","24.4354213977","141.791662933","24.3761900472","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","udp, port 3000","udp, 172.2.0.11:3000, .3 second delay","./basic-t1-l20-hr500ms-2012-12-20-13:57:36.db","1356066015.99","1356066322.09","306.098752022","66012","0.001386001386","0.00124378109453","0.0","0.001386001386","0.0","0.0","0.00139664804469","0.00139664804469","0.00139664804469","11528","803","0","11528","0","0","10725","10725","10725","11544","804","0","11544","0","0","10740","10740","10740","1",,,"2","3",,,,"1",,"7",,,,,"2",
"basic","20","12.3631649017","7","0.102823972702",,"tcp, 172.3.0.11:4500, .3 second delay","50ms","50ms","50ms","6.15742717307","1.73686172508","6.27793287918","1.73670517826","6.3158595475","1.74184203044","1.0","0","714","tcp, port 4500",,"udp, port 2500",,"udp, port 2500",,"./basic-t7-l20-hr50ms-2012-12-29-21:51:09.db","1356757216.14","1356757529.49","313.358366966","3252","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","822","822","0","822","0","0","0","0","0","822","822","0","822","0","0","0","0","0",,,,,"714",,,,,,,,,,,,
"basic","20","11.4811079502","5","0.0932459831238",,"udp, 172.3.0.11:2500, .3 second delay","500ms","500ms","500ms","6.07690957625","1.64535756099","6.1218400632","1.65136797293","6.06216487471","1.65517468775","1.0","0","701","udp, port 2500",,"udp, port 2500",,"udp, port 2500",,"./basic-t5-l20-hr500ms-2012-12-30-08:51:44.db","1356843617.55","1356843923.11","305.557327032","3010","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,"701",,,,,,,,,,,,
"basic","20","230.588502169","1","2.54739904404",,,"50ms","50ms","50ms","132.315259347","22.5687154712","133.640536075","22.7445172255","133.069017294","22.6102467192","1.0","0","0","udp, port 3000","udp, 172.2.0.11:3000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","udp, port 3000","udp, 172.2.0.11:3000, .3 second delay","./basic-t1-l20-hr50ms-2012-12-20-00:28:42.db","1355979616.11","1355979924.45","308.340730906","61642","0.0019404915912","0.00369458128079","0.0","0.0019404915912","0.0","0.0","0.0017982017982","0.0017982017982","0.0017982017982","10801","809","0","10801","0","0","9992","9992","9992","10822","812","0","10822","0","0","10010","10010","10010","1",,,"1","3",,,,"3",,"7",,,"2",,"4",
"hoprate","500","306.659602165","4","3.37439703941","tcp, port 4000",,"1000ms","1000ms","1000ms","137.860467028","25.3636150742","142.347784042","26.0947975969","138.073256905","25.4632434391","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr1000ms-2012-12-19-16:18:10.db","1356066018.24","1356066341.83","323.594311953","81589","0.00496043462856","0.0317286652079","0.000367962713112","0.00922446190639","0.0130876068376","0.183266932271","0.000488758553275","0.00078781512605","0.00660988941147","16850","885","8150","8700","3695","205","12270","7610","7815","16934","914","8153","8781","3744","251","12276","7616","7867",,,,,,,,,"29",,"3","41",,"4","1","6",
"hoprate","500","144.330916882","4","1.54114794731","udp, port 2000",,"30ms","30ms","30ms","60.8751049179","12.9526013397","59.6120113665","12.7550500204","47.031433219","10.2187999599","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr30ms-2012-12-30-01:56:39.db","1356843618.55","1356843940.48","321.927101851","37886","0.1635923798","0.0","0.0","0.643536875496","0.0491580662683","1.0","0.270037453184","1.0","1.0","8298","899","7399","899","3501","0","3898","0","0","9921","899","7399","2522","3682","181","5340","1442","1623","1",,"1615",,,,,,,,"6",,,,,"1",
"hoprate","100","211.754780054","4","2.23652696609","udp, port 2000",,"10ms","10ms","10ms","75.2079858345","16.4787499947","73.2865228947","16.1787037576","73.3220000526","16.0654849705","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr10ms-2012-12-19-22:24:47.db","1355893218.16","1355893539.7","321.541889906","54370","0.115582191781","0.0","0.0","0.655605018211","0.0254560882478","1.0","0.236297998031","1.0","1.0","12396","851","11545","851","6891","0","4654","0","0","14016","851","11545","2471","7071","180","6094","1440","1620",,,"1619","1",,,,,,,,,,,,,
"packetrate","20","8119.7624929","4","119.472373962","tcp, port 4000",,"500ms","500ms","500ms","3815.19212477","642.386771576","3790.11082683","637.659445511","3770.73807952","634.655083155","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .005 second delay","udp, port 3000","udp, 172.1.0.11:3000, .005 second delay","udp, port 3000","udp, 172.100.0.1:2000, .005 second delay","./packetrate-t4-l20-hr500ms-2012-12-19-19:57:27.db","1355893218.76","1355893539.31","320.552907944","1969699","0.000779542650391","0.0896551724138","0.000466949898572","0.000948719435906","0.00102226765634","0.00121334335908","0.000417251253058","0.000491713419746","0.000842016193257","371723","264","130574","241149","179808","116890","191651","123995","240885","372013","290","130635","241378","179992","117032","191731","124056","241088",,,,"1",,,,"1","26","52",,"11","2",,"16","181",
"basic","20","11.4528069496","5","0.0940670967102",,"udp, 172.1.0.11:2500, .3 second delay","500ms","500ms","500ms","6.49086776073","1.64522302584","6.28458861291","1.65084073817","6.36365809149","1.65504976171","1.0","0","701","udp, port 2500",,"udp, port 2500",,"udp, port 2500",,"./basic-t5-l20-hr500ms-2012-12-30-14:54:08.db","1356843617.85","1356843923.4","305.546226025","3010","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,"701",,,,,,,,,,,,
"hoprate","30","812.123687029","4","10.7087829113","udp, port 2000",,"200ms","200ms","200ms","331.804225148","67.2146202332","329.115334983","66.8206500079","326.60668335","66.2297840685","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr200ms-2013-01-02-03:50:59.db","1357102818.2","1357103139.71","321.516644001","206186","0.00153985964558","0.0197215777262","0.000285327056138","0.00222699746044","0.00159517137314","0.0022271714922","0.000449958218165","0.000705929810407","0.00161727246998","39553","845","14015","25538","23158","14784","15550","9909","24693","39614","862","14019","25595","23195","14817","15557","9916","24733",,,,,,,,,"17",,,"13",,"15",,"16",
"hoprate","30","871.898946047","4","10.7733969688","udp, port 2000",,"1000ms","1000ms","1000ms","354.50505534","71.8945618641","350.528810268","71.4494561911","352.27080193","71.2531409098","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr1000ms-2013-01-01-06:30:03.db","1357016418.27","1357016739.63","321.361311913","219898","0.00114610443877","0.0196531791908","0.000286348342759","0.00157638291774","0.00126633986928","0.00167203368838","0.0","0.0","0.000998262284172","41833","848","13965","27868","24449","16121","16536","10899","27020","41881","865","13969","27912","24480","16148","16536","10899","27047",,,,,,,,,"17",,,"15",,,,"16",
"packetrate","20","6904.47073078","4","100.659295082","tcp, port 4000",,"500ms","500ms","500ms","3266.70209676","549.92436731","3253.33486669","547.176830166","3230.4833285","543.939221781","1.0","0","0","tcp, port 5000","tcp, 172.2.0.11:5000, .01 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .01 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .01 second delay","./packetrate-t4-l20-hr500ms-2012-12-30-10:46:56.db","1356843620.2","1356843940.9","320.701879025","1689399","0.00114648364695","0.0778443113772","0.000686635574857","0.00139548808282","0.00129700853329","0.00153395483245","0.000845795538122","0.00102160505505","0.00127199388669","318871","308","112064","206807","155541","100891","163022","105608","206499","319237","334","112141","207096","155743","101046","163160","105716","206762",,,,"1",,,"14","14","76","85",,"15","4","5","14","138",
